wl,refl,refl_u
439.50615,0.03654228787916343,0.0015658487571434073
440.28944,0.03662587122559159,0.001570829725704102
441.07266,0.03686191267774762,0.0015810452535933352
441.8558,0.03691907909997677,0.0015829550221140543
442.63888,0.03705765340088752,0.001588692944732735
443.42188,0.037115861851983095,0.0015902859033090418
444.20482,0.03722852576614622,0.0015965582501664861
444.98768,0.037425825841034016,0.0016051121153708868
445.77046,0.0375960218551755,0.0016121059535896243
446.55318,0.03778092952704296,0.0016195335461088524
447.33582,0.03785518847908848,0.0016239751292240585
448.1184,0.0380411470107517,0.0016317027264463244
448.9009,0.03822352786758293,0.0016387031810911176
449.68333,0.038351824182744854,0.001644180529331841
450.46568,0.03848561017641693,0.0016500553424880424
451.24797,0.03868526962897461,0.0016589532357221043
452.03018,0.038811296081939846,0.001664686568806648
452.81232,0.039047200226696006,0.001674494319862944
453.59439,0.039123399449462574,0.0016785372818819773
454.37639,0.03914912321907348,0.0016788641987192244
455.15832,0.039368600289999375,0.0016890922128452589
455.94017,0.03936402533203183,0.0016883575292467369
456.72195,0.03951581410656449,0.0016955820847769335
457.50366,0.03966795994872316,0.0017026575763660285
458.2853,0.039768677462319685,0.00170506278285011
459.06687,0.039868331873313394,0.001710157342897258
459.84836,0.03992656939827333,0.0017131799256487048
460.62979,0.04008248811935053,0.0017192137654209931
461.41114,0.0401569747788338,0.0017243083131477704
462.19242,0.04020914861721967,0.0017250754248563497
462.97362,0.040248319248311876,0.001726916351611392
463.75476,0.04034451735157664,0.0017311122882922784
464.53582,0.040426268359292285,0.0017338942545329574
465.31681,0.040526324029112396,0.0017384432415397189
466.09773,0.04056853694479,0.0017395458044368252
466.87858,0.0407484644825454,0.001749202475772132
467.65936,0.04066926750533939,0.0017465534922624928
468.44006,0.040740071932734,0.0017484468616356726
469.22069,0.04073157448345391,0.0017483467734637447
470.00125,0.04074907765590666,0.001748868782020873
470.78174,0.040726724099631975,0.001747239477806983
471.56216,0.040844469110452704,0.0017532813206673943
472.3425,0.040840344066198436,0.0017543139956594906
473.12278,0.04092559015388932,0.0017575123887765781
473.90298,0.04096848629016042,0.0017581644127841237
474.68311,0.040928726872365255,0.0017570673171378598
475.46316,0.04092235396022664,0.0017557750912761295
476.24315,0.040898019150368656,0.0017551893767213495
477.02306,0.04101298704525331,0.0017604969993211047
477.8029,0.041076336386139445,0.0017650193489788736
478.58267,0.041033712941435305,0.0017611364342136218
479.36237,0.04110622876222903,0.0017653219587437875
480.142,0.04112093214483999,0.0017652587511087438
480.92155,0.04118763117317005,0.001768754985402747
481.70103,0.04114475075365083,0.0017670847243365145
482.48044,0.041236070848360666,0.0017710876608115693
483.25978,0.04127782416549769,0.001771197970300153
484.03905,0.041340549637112894,0.001776608405067251
484.81824,0.04133634273280555,0.0017759454180384796
485.59736,0.04146241871976841,0.001780035978372474
486.37641,0.04157214509333081,0.0017847452096792134
487.15539,0.041649606297667376,0.001788883165940336
487.9343,0.041617092338745526,0.0017865346603502933
488.71313,0.04175721405217558,0.0017934367760658219
489.49189,0.04191678854222314,0.001799235689577434
490.27058,0.0420368072169511,0.0018054589214121777
491.0492,0.04212646810088944,0.0018098779869368238
491.82775,0.04238779140532194,0.0018213542553915734
492.60623,0.042551221604222936,0.0018287323104393051
493.38463,0.042679095694666935,0.0018328516960544683
494.16296,0.04292353507222863,0.0018433813740815022
494.94122,0.043169257290538034,0.0018540482921170056
495.71941,0.04337420523761805,0.0018619882524761374
496.49752,0.04372485081860483,0.0018769591160200344
497.27556,0.04399394811539825,0.001889851080519775
498.05354,0.04423845054492383,0.0018993889411877069
498.83144,0.044503056246089634,0.0019104088167855734
499.60926,0.04481979075991162,0.0019236812464634705
500.38702,0.04520700766197938,0.0019409655384463468
501.1647,0.04565242308448087,0.0019606949269111345
501.94231,0.0460123124758819,0.0019760230127029905
502.71985,0.046498711720214136,0.0019953806453766702
503.49732,0.04688154741954846,0.002012459725026302
504.27472,0.04735088812350824,0.002033815045510932
505.05204,0.0478797703909756,0.002055344327184713
505.82929,0.04837148944283363,0.002076888261392294
506.60647,0.04897711401674778,0.002103889179910345
507.38358,0.049585954065794434,0.0021273626278691927
508.16062,0.050222577022645695,0.002157344440995238
508.93758,0.05090994889439436,0.002184001545704484
509.71447,0.051586980398306156,0.0022130598194099052
510.49129,0.052411606614392446,0.002249616350022193
511.26804,0.05322516886517455,0.0022838234055667017
512.04472,0.05405200108347531,0.002318577110908125
512.82132,0.05491929381344645,0.00235544823998186
513.59785,0.055925626514661465,0.0023992327553493424
514.37431,0.056940279614022045,0.00244176009603083
515.1507,0.058032245054670445,0.0024883989606758294
515.92702,0.05914051238599816,0.0025365701907443935
516.70326,0.0602813726522477,0.002583471376195195
517.47943,0.06161198213044085,0.0026409245168039688
518.25554,0.06297062918455859,0.0026994093910545835
519.03156,0.06425734210568995,0.0027531841927369263
519.80752,0.06567820763731352,0.0028147256115317962
520.5834,0.06714814394917322,0.0028768892418013377
521.35922,0.06862324455934878,0.0029403951886424074
522.13496,0.07012362171988809,0.0030031317909196545
522.91063,0.07168758766679907,0.0030701239620349215
523.68622,0.07319554542970373,0.0031359020740974234
524.46175,0.07480162880280049,0.0032050331866738816
525.2372,0.07641097928874933,0.0032733618939526734
526.01258,0.07791950454785891,0.00333794497300885
526.78789,0.07931882431604015,0.00339645612190955
527.56312,0.08075911979738577,0.0034584906949152268
528.33829,0.08231402395356735,0.0035265890078573594
529.11338,0.0836210931472053,0.003580930141178192
529.8884,0.08504634516550605,0.0036431768393378693
530.66335,0.08624309887244407,0.003693807586824537
531.43823,0.08752896641968004,0.0037491416885418924
532.21303,0.08853148206191892,0.0037921473784099575
532.98776,0.08972682650890083,0.003842595530892566
533.76242,0.09063219571126589,0.003881369084208385
534.53701,0.09152294767026686,0.003920660337306158
535.31153,0.09259368804068757,0.00396689080907618
536.08597,0.09343376005608772,0.00400198311622686
536.86035,0.09420707823705468,0.004033604012078548
537.63465,0.09482709460053093,0.004062102399417355
538.40887,0.09542422429571415,0.004086460096522963
539.18303,0.09628409308275328,0.004123467230916444
539.95712,0.09687280032653285,0.0041498891292673775
540.73113,0.09741246272368005,0.004172134547499088
541.50507,0.09784149326743127,0.004190163483521597
542.27894,0.09824483752039012,0.004207528479324879
543.05273,0.09890124767544052,0.004235901856179481
543.82646,0.09943004836015636,0.00425694943171742
544.60011,0.10001203932188792,0.004283394572877101
545.37369,0.10050259822089155,0.004303813568404036
546.1472,0.10086935254780019,0.004319867115182423
546.92063,0.1014376582314307,0.004343997019356087
547.694,0.10199351435271314,0.004368360549502271
548.46729,0.10263492989379855,0.004397513627707359
549.24051,0.10310831440654113,0.004415703062095294
550.01366,0.10353418945900564,0.004433381793466101
550.78673,0.10402606305713949,0.0044573176943436925
551.55974,0.10444517058155395,0.004474496480771009
552.33267,0.10485844482240436,0.004491198360422876
553.10553,0.10526329846005049,0.004508097691400354
553.87831,0.10555548369212081,0.004519758853690122
554.65103,0.10561990704473945,0.004524886663530138
555.42367,0.1058430051761059,0.004533234917777391
556.19625,0.10584528498238774,0.0045345209228565804
556.96874,0.10581449967223933,0.004532450484154354
557.74117,0.10568055265482075,0.0045274412211345
558.51353,0.10538696519327449,0.0045144160397600185
559.28581,0.10507781405907288,0.004501046538799551
560.05802,0.10452369430738621,0.004476825883009455
560.83016,0.10419694223127607,0.004461986884372298
561.60223,0.10384543147764543,0.00444808427312527
562.37422,0.10329240927576237,0.004425429370594438
563.14615,0.10265198166567227,0.004399347646603831
563.918,0.10206279759623794,0.004369866509812259
564.68978,0.10135118114758272,0.004342467483002512
565.46148,0.1007800711055292,0.004317077586635006
566.23312,0.09978276012655124,0.004274211625279354
567.00468,0.09897512197891033,0.004240317346989357
567.77617,0.0981268448412742,0.004204379731858543
568.54759,0.09728931611565128,0.0041682344079792795
569.31893,0.09633203071242319,0.004128800055052295
570.09021,0.09519707230891371,0.004079616374241324
570.86141,0.09424304353643263,0.004039518503123155
571.63254,0.09334034175664678,0.003999655496502084
572.4036,0.0922930651999614,0.0039556635814336
573.17458,0.0913234328918653,0.003913771936407528
573.9455,0.09045810734052087,0.003875241259509091
574.71634,0.08967861892522812,0.003844409661154173
575.48711,0.08881508769469906,0.003807948623415441
576.25781,0.08800592878724468,0.0037727762594140395
577.02843,0.08725294201677324,0.0037426274267702408
577.79899,0.08659280225671895,0.003713069134953618
578.56947,0.08580761221792027,0.0036803915718899107
579.33988,0.0851028884696609,0.0036501113497055034
580.11021,0.08448025125244456,0.003623972598008155
580.88048,0.08391387015885704,0.0035990402862000354
581.65067,0.08346323556730476,0.003580872703288427
582.42079,0.08301262825051589,0.0035599778163067078
583.19084,0.08257048674309926,0.003542014387191867
583.96082,0.08218684393153564,0.0035258404326199903
584.73072,0.08173256207223753,0.0035053357635300587
585.50055,0.08128005077454355,0.0034872286360092958
586.27031,0.08086047201377017,0.0034694036585231703
587.04,0.08040302534958363,0.003448988138335184
587.80962,0.08015739269928358,0.00343895615382008
588.57916,0.07979913986114529,0.0034239766683335426
589.34863,0.07944692970541502,0.0034100502660877126
590.11803,0.07915442776443149,0.003398293147363951
590.88736,0.07881816140572771,0.0033832271095197573
591.65662,0.07858175255202349,0.0033724188516386384
592.4258,0.0784796922273525,0.0033693648541890144
593.19491,0.07828550863866565,0.0033618376011076497
593.96395,0.07811289171573002,0.003355340387202149
594.73292,0.07805674345708054,0.003351126659985618
595.50181,0.07792190254662486,0.003346228735832362
596.27063,0.07776829969248888,0.003338525289848554
597.03938,0.0777185544090912,0.00333662594135277
597.80806,0.07753941560319284,0.0033304433727893343
598.57667,0.0774819304155546,0.0033270277134995604
599.3452,0.07746876000402729,0.0033266600383300717
600.11366,0.07738613315072017,0.003322829356475442
600.88205,0.07736869596987028,0.0033243227519866576
601.65037,0.07732424630023645,0.0033205868669966584
602.41862,0.07714817092955505,0.003315186590756606
603.18679,0.07702495430040628,0.0033082403270426244
603.95489,0.07683538475012269,0.0033015777552760257
604.72292,0.07661825620946829,0.0032906833751972643
605.49088,0.07650921363818337,0.003287684182804534
606.25876,0.0763271431176948,0.0032791190331564863
607.02657,0.07604858695890371,0.0032670915374438418
607.79431,0.07581437502943919,0.003257457142557905
608.56198,0.07565397199147846,0.003251738080731871
609.32958,0.07526606075291874,0.00323449194843456
610.0971,0.07488282366821683,0.0032181697288354337
610.86455,0.07451213753385563,0.0032019768039772216
611.63193,0.07413174517088326,0.003185328994782529
612.39924,0.07386197451272418,0.003174077617011105
613.16648,0.07343871936535093,0.0031584025344323628
613.93364,0.07293038270095782,0.0031351838985577353
614.70073,0.07263934441594834,0.0031252110400313182
615.46775,0.07222933371180319,0.00310758895907796
616.2347,0.07188889020088425,0.0030918916329173624
617.00157,0.07159284955653793,0.0030807332164513915
617.76837,0.07123757184999112,0.0030664697519669666
618.5351,0.07093796293446739,0.0030541570264026596
619.30176,0.07064562068836369,0.0030405012061169344
620.06835,0.0704288936786422,0.003033154568670546
620.83486,0.07010289686021678,0.003016138936270232
621.6013,0.06985693469152501,0.003006172070166016
622.36767,0.06965014476786097,0.0030003816218639
623.13397,0.06948536883266977,0.0029895029110219096
623.90019,0.06934066636007208,0.002987597329255663
624.66634,0.06923076875095538,0.0029802342021017472
625.43242,0.06915998306041986,0.0029809360467359827
626.19843,0.06906706929270343,0.002974684761251906
626.96437,0.0689866985307292,0.002972385097465971
627.73023,0.06889997072874164,0.0029672822787285267
628.49602,0.06876605378088618,0.0029622320420817257
629.26174,0.06879083153062872,0.0029625212290368412
630.02739,0.06875553080588852,0.002960444534190937
630.79296,0.06868104860783716,0.0029590459362227087
631.55847,0.06866051158436441,0.002959768903382323
632.3239,0.06865407551639051,0.0029562104385653922
633.08926,0.0685892537794137,0.0029565379061450665
633.85454,0.06855615255825118,0.0029537998925783654
634.61976,0.06833323760745533,0.002945883398818526
635.3849,0.06819960189786264,0.0029380702442185947
636.14997,0.06802337755416128,0.0029327113650511913
636.91497,0.06777862266433936,0.002923206102339992
637.67989,0.06747277095105553,0.0029086203637832507
638.44474,0.06722899634116768,0.0029007661249074407
639.20952,0.06688904479145828,0.002884625667634056
639.97423,0.06642898537266936,0.0028636227874238333
640.73887,0.0660411554988876,0.002847831104699506
641.50343,0.06555239837111838,0.0028287705940426853
642.26792,0.065284950306906,0.0028185170672871927
643.03234,0.06479133496809146,0.002796379932675923
643.79669,0.06435376521180017,0.0027760998282278407
644.56097,0.06389295189999754,0.002758371005453896
645.32517,0.06345605885462688,0.0027391576679962545
646.0893,0.06298242611070995,0.002720963120004811
646.85336,0.06271239058455115,0.0027082210230345662
647.61734,0.06219879916225457,0.0026879539016582423
648.38126,0.06187202387252843,0.0026734293258215587
649.1451,0.06151208509448419,0.0026599743557106604
649.90887,0.061251571199167534,0.0026480405950312998
650.67257,0.06099297092186594,0.0026360791434660597
651.43619,0.06066817190692979,0.002627647933410451
652.19974,0.06044686348353588,0.0026135930640226743
652.96323,0.06021879307654238,0.002605253011475327
653.72663,0.06000549391238422,0.002596188288739407
654.48997,0.059916015244250484,0.002592930967299038
655.25323,0.05984659547290947,0.0025924186312035343
656.01642,0.059607981052549365,0.0025794370361023854
656.77954,0.05938281224285848,0.0025688589254337793
657.54259,0.059197001341207374,0.0025622069801918236
658.30557,0.05879928157928514,0.0025467074011734114
659.06847,0.058621712635384876,0.0025382702766008083
659.8313,0.058430999565477336,0.002532018482108481
660.59406,0.05821117466972263,0.0025203206216259564
661.35674,0.05795555584047377,0.002512331666989843
662.11936,0.05767695271757896,0.00250012936291003
662.8819,0.05744534065369235,0.0024906868192849318
663.64437,0.0570592561102516,0.002472318126410763
664.40676,0.056755211640961624,0.0024615987086982903
665.16909,0.056589223660702105,0.0024542763743017355
665.93134,0.05636208304792574,0.0024483999692802003
666.69352,0.05616617696768822,0.0024377184957591076
667.45563,0.055984615941068856,0.002430985399649187
668.21766,0.05579263575666947,0.002422667614660653
668.97962,0.05568539951447615,0.002418654943338094
669.74152,0.055523748140652036,0.002411778101272963
670.50333,0.05557171634803458,0.0024140268600353555
671.26508,0.055552376904992304,0.0024159915004776256
672.02675,0.05556129912238531,0.0024148733858563496
672.78836,0.055476362317005666,0.00241243256411048
673.54988,0.055517820930854694,0.0024134835007068992
674.31134,0.05561832864549933,0.0024157389802810588
675.07273,0.055738309777910736,0.002423183390463356
675.83404,0.05570048401135675,0.002417978935386971
676.59528,0.05590781826279363,0.002428796990351843
677.35645,0.05605798349122237,0.0024366312837644016
678.11754,0.056247065026369905,0.0024435130490396625
678.87857,0.05643358480174618,0.002450842363575776
679.63952,0.056610701924493516,0.0024602022096382186
680.4004,0.056752826797791395,0.002466933167710774
681.1612,0.05713996821595782,0.0024824449900226085
681.92194,0.057407103959422376,0.0024914723958155203
682.6826,0.05777484286132097,0.0025090794578183423
683.44319,0.05812095975448262,0.002523447863837979
684.2037,0.05865532404541723,0.0025435805955528086
684.96415,0.05928030277393421,0.0025712030128630116
685.72452,0.05982703344343453,0.002597568864784276
686.48482,0.06046795611683576,0.0026227426817636824
687.24505,0.061480764723671213,0.0026638433964028827
688.00521,0.06289831951664918,0.0027221582719314744
688.76529,0.06417482421285672,0.0027752254727295028
689.5253,0.06499330000276682,0.0028098337596081943
690.28524,0.06632813086549028,0.0028663670475615206
691.04511,0.06806336110103708,0.0029393313949268806
691.8049,0.0697196122254893,0.003008814892170852
692.56462,0.0716363460714722,0.0030936596166189134
693.32427,0.07406268031960259,0.003193044688913384
694.08385,0.07681779806171961,0.0033093787160398042
694.84335,0.07999699251877469,0.0034438639812780446
695.60278,0.08333237269419058,0.003586562278371773
696.36214,0.0868673958410248,0.0037342938907954106
697.12143,0.09080831698003294,0.003900693656918813
697.88065,0.0948987916504288,0.004076971446923199
698.63979,0.09937359981658722,0.004265061800013865
699.39886,0.10437690091542852,0.004479977836358203
700.15786,0.10947117913810464,0.004694451154905752
700.91679,0.11476742373603811,0.004923072427127655
701.67564,0.12076196304641017,0.005178312614780086
702.43442,0.12648253568975545,0.005422175704441272
703.19313,0.13237481551795877,0.005673116246596026
703.95177,0.13858586799267528,0.005940065069085878
704.71033,0.14466221842937757,0.006199928919602752
705.46882,0.15082937954158654,0.006461935210362929
706.22724,0.15710969688515591,0.006731705358524356
706.98559,0.16349911334704847,0.0070082854738360584
707.74386,0.17020178655408932,0.007294190384565537
708.50207,0.17701922601562567,0.0075863372733887945
709.2602,0.18362928143779297,0.00787220877380095
710.01826,0.19053263656125383,0.008163719987261987
710.77624,0.197389487012974,0.008457410071810771
711.53415,0.204263797524236,0.008754607098751432
712.29199,0.21102356864978458,0.009041841630208254
713.04976,0.21832075542971724,0.009356348389648439
713.80746,0.22564363369478566,0.00967199746011231
714.56508,0.2329980842136629,0.009987562626580746
715.32263,0.24043021252860483,0.010308005671334695
716.08011,0.2478616106619594,0.010626566840413977
716.83752,0.2553585775590281,0.010944583681597023
717.59485,0.2632603955828224,0.011287559340259407
718.35212,0.2718559217388535,0.011666964974097629
719.10931,0.28035319705548434,0.012020150573791319
719.86642,0.2885582263203336,0.012379949398666627
720.62347,0.29690164057961943,0.012738386763485862
721.38044,0.3050014664845036,0.013088951307083535
722.13734,0.3121990408701363,0.01339336737539985
722.89417,0.3188156294291686,0.013673726857190868
723.65092,0.3263866184942135,0.013999139952933757
724.4076,0.33473085425647564,0.014358448330613626
725.16421,0.3431838946721473,0.014726376203194566
725.92075,0.35106011300588524,0.015063552225719949
726.67722,0.35895711749604126,0.015399542833739366
727.43361,0.3663903543875106,0.015719999994554604
728.18993,0.3741862216775722,0.016061946317612357
728.94618,0.3818201685006921,0.01637844181507585
729.70236,0.38876406893549353,0.016682395735591566
730.45846,0.39618758052738284,0.01700004355467436
731.21449,0.40317487082616393,0.01730948041256468
731.97045,0.4096524775687629,0.01757828297886553
732.72634,0.41617354737605067,0.017861498247791034
733.48215,0.42238714580083764,0.018132039813672802
734.23789,0.42819892077768523,0.018380986771339373
734.99356,0.4346409151963037,0.018650554505120372
735.74916,0.4408650911720064,0.018921047096250365
736.50468,0.44652553511327575,0.019157900753561597
737.26013,0.4523757146010215,0.019413153800046094
738.01551,0.45751805760283915,0.01963279702506636
738.77082,0.46265414561835605,0.019853427009008027
739.52606,0.4680837043021372,0.02008639637461353
740.28122,0.4725804450093085,0.02028231151755825
741.03631,0.4769040862523393,0.020466344018877643
741.79133,0.4813641162017411,0.020652733914232897
742.54627,0.4854062009210172,0.02082898998354832
743.30114,0.4889455470804638,0.020978735635123317
744.05594,0.4927270972077754,0.021141120193538584
744.81067,0.4970071305455363,0.02133285512271146
745.56533,0.5002461290638173,0.021464943185426872
746.31991,0.5043765986080074,0.021641353485330948
747.07442,0.5069566196008348,0.021749494986333544
747.82886,0.5101918408981333,0.02189708708642975
748.58322,0.5126520058887932,0.021999506563050004
749.33752,0.514872235216716,0.022085889704561403
750.09174,0.5178969240414742,0.022219793064025387
750.84589,0.5199763439770544,0.022312046340862236
751.59996,0.5218471774001975,0.02239752476119076
752.35397,0.524682635288878,0.022508169375532273
753.1079,0.5268282626220141,0.02260735308310146
753.86175,0.5282753087865258,0.022658320412055358
754.61554,0.5301340919913434,0.02274515741791159
755.36925,0.5319318532875772,0.022825534331088963
756.1229,0.5335223806467954,0.022892244125167212
756.87646,0.5348557764007046,0.02294703154434398
757.62996,0.5359167229613593,0.022995338973761024
758.38338,0.5372141092480714,0.023046714285484396
759.13674,0.5387243713172616,0.02311357144016199
759.89001,0.5406345149325746,0.023203558322736184
760.64322,0.5452608348812749,0.023403564544246937
761.39635,0.5527071410704942,0.02373415810495882
762.14942,0.5542673766154016,0.02379222280729832
762.90241,0.5512892245241754,0.02367354410144685
763.65532,0.552787388523832,0.02371650991556159
764.40817,0.55380938188195,0.023781159351818904
765.16094,0.5535877327518582,0.02376920906904021
765.91364,0.5536306784968028,0.02376715997078445
766.66626,0.5534473648532513,0.023758237716308275
767.41882,0.5538599229731315,0.023771471289192523
768.1713,0.5534441221162761,0.023751555728253704
768.92371,0.553666790112268,0.023761622268643267
769.67605,0.5539066564565696,0.02376614314195888
770.42831,0.5542447510032837,0.02377896705180064
771.1805,0.5540333524390495,0.02376991032361224
771.93262,0.5546408349338386,0.02380172738651061
772.68467,0.5549390051778474,0.023806691420794536
773.43664,0.5554583315662309,0.023828212363865734
774.18854,0.5554145958185918,0.02383251025564953
774.94037,0.555954851350723,0.023851706624032458
775.69213,0.5564120199350118,0.02387455861173071
776.44382,0.5560544030386443,0.02385806100668991
777.19543,0.5560991171437406,0.023852789734488924
777.94697,0.5571492944942825,0.02390179636003853
778.69843,0.558474792282048,0.02396952493912108
779.44983,0.5587748773857233,0.02397294145049789
780.20115,0.5589409952251552,0.023982460928321344
780.9524,0.5587844728980773,0.023974319413989906
781.70358,0.5588786810180318,0.023977806142349477
782.45468,0.559427778018279,0.024002811951652964
783.20571,0.5600717474987503,0.024033330564495588
783.95667,0.5603402966978174,0.024042786008045495
784.70756,0.5603552062343806,0.024035722063083853
785.45837,0.5601009178361124,0.024027991457107496
786.20912,0.5604018164991247,0.02405243071672964
786.95978,0.5611467663781059,0.024077659313205296
787.71038,0.5615033336957741,0.024092737896502996
788.46091,0.5610724334388641,0.02406817969839323
789.21136,0.5610177856391088,0.02407982728143029
789.96174,0.5620690752481621,0.024117306627249053
790.71204,0.5623769435578025,0.024127530881565256
791.46228,0.5628481285635427,0.024147638493437047
792.21244,0.5632926795292613,0.024168101507628922
792.96253,0.5633864677935059,0.024167920640414304
793.71255,0.5631980160796282,0.02416777424343057
794.46249,0.5634669904367988,0.02416640787874713
795.21236,0.563912406424791,0.024189874457653193
795.96216,0.5646799225361777,0.02422033410190836
796.71189,0.5646205406283502,0.024227982796759633
797.46154,0.5652636408504814,0.024253380404927888
798.21112,0.5649822333211748,0.024240912568002072
798.96063,0.5649861835575913,0.024238629281342176
799.71007,0.5655712167565751,0.024263933153084307
800.45943,0.5657433401432598,0.024273862509461643
801.20872,0.5656735587156834,0.024265228770869004
801.95794,0.5659032383386119,0.024276346691153406
802.70709,0.5666398586502115,0.024308399801321073
803.45616,0.5668492967603462,0.02432188637183588
804.20516,0.5673161655113437,0.024341169911491767
804.95409,0.5670286456777888,0.02432210232808623
805.70295,0.5668360665502344,0.024324862454344436
806.45173,0.5665975715161651,0.024303839722372707
807.20044,0.5670111496023281,0.024321066348213488
807.94908,0.5680256046195621,0.024365227893236543
808.69765,0.5679749986066126,0.024358409029936266
809.44614,0.5672280953474333,0.024334871978656913
810.19456,0.5676856702677086,0.024348367952215042
810.94291,0.5682140244116988,0.024384337408654946
811.69119,0.5677277010664136,0.024362866733007978
812.43939,0.5672796406127557,0.024338292277370582
813.18752,0.5677567549760526,0.024367014394922178
813.93558,0.5673712316387233,0.024336102631464844
814.68356,0.5666919540612242,0.024311095700438053
815.43148,0.5666527385085159,0.024314157099669186
816.17932,0.5675643558169077,0.024353123874494332
816.92708,0.5683615827040656,0.02439050560395651
817.67478,0.5677678215758186,0.024367554970123294
818.4224,0.56713796687303,0.024333193538207096
819.16995,0.5676204284453051,0.024363764548238343
819.91743,0.5674019810158943,0.024341156507853574
820.66483,0.5670232792116208,0.02433118389097531
821.41217,0.5674482204357633,0.02433950268702278
822.15943,0.5669966682795492,0.024323690644986913
822.90661,0.5665536459464174,0.024303280670194632
823.65373,0.5666260902146403,0.024310145688858583
824.40077,0.5661033046194207,0.02428335768902285
825.14774,0.5660185480016813,0.024280949917679383
825.89464,0.5664073324707104,0.024295699893581848
826.64146,0.5656079666361213,0.02427111478767383
827.38821,0.5651174410951342,0.024240786335055026
828.13489,0.5655371095176529,0.02426319516197816
828.8815,0.5650815006858824,0.024234598433853706
829.62803,0.564815668730075,0.024236815952712296
830.37449,0.5643404369331517,0.02421207701930291
831.12088,0.5639824784125779,0.02419645516802755
831.8672,0.5634941374077598,0.024165234514376785
832.61344,0.5633898132448486,0.02416867322140502
833.35961,0.5623247656512084,0.024119811037339706
834.10571,0.5631221689290995,0.02415445429515882
834.85173,0.5620865677543239,0.024114182468492243
835.59769,0.562379664472964,0.024124989378315972
836.34357,0.5620285964434977,0.024107202836420864
837.08937,0.5616297463609449,0.024074239684727192
837.83511,0.5619639431566835,0.024101966739739668
838.58077,0.562046815545658,0.024104429367225955
839.32636,0.561648483362857,0.02408436237502477
840.07188,0.5615221059720831,0.024086640800722363
840.81732,0.5613044567154016,0.02406912791776551
841.5627,0.561445945666369,0.02407721840128003
842.308,0.5616192798481215,0.024088100900756606
843.05322,0.5613906510257144,0.024089930207272965
843.79838,0.5610430794017244,0.024066790087470764
844.54346,0.5610107420266395,0.024065490951012295
845.28847,0.56050884537599,0.02403811157934845
846.0334,0.5607077193835693,0.02404590455611293
846.77827,0.5609113397884075,0.024063434819659824
847.52306,0.5616215137856783,0.02409350149966617
848.26778,0.5613044460850899,0.024081388849715366
849.01242,0.5611014868131472,0.024053968124169572
849.75699,0.5605717482942937,0.024044419668049537
850.50149,0.5598449248504345,0.02401166662685678
851.24592,0.560515555464811,0.024042745717667704
851.99028,0.560289889430903,0.024030602096293475
852.73456,0.5603299626491376,0.02403418940720323
853.47877,0.5600200326915767,0.024021565672685836
854.22291,0.5598325039204867,0.024005707594837826
854.96697,0.5604361675645679,0.02403179366710458
855.71096,0.5602702545656207,0.024037742668739606
856.45488,0.559037473968011,0.02397575408610482
857.19873,0.5598994734180033,0.024010286028047563
857.9425,0.5592021315725364,0.02397865508567074
858.6862,0.5595299183171085,0.0239944969448572
859.42983,0.560073996452743,0.024016508870511655
